Trial,Participant ID,Cursor X,Cursor Y,Target X,Target Y,Target Width,Distance,Time,Hit Target
266,2,238,419,400,220,40,256.6028,515,1
267,2,420,231,220,220,40,200.30228,351,1
268,2,247,212,490,400,40,307.23444,566,1
269,2,478,397,220,490,40,274.24988,549,1
270,2,222,498,400,490,40,178.17969,486,1
271,2,410,488,220,220,40,328.51788,398,1
272,2,261,261,400,220,40,144.92067,450,1
273,2,374,233,310,400,40,178.8435,449,1
274,2,300,387,400,310,40,126.210144,368,1
275,2,395,314,220,400,40,194.98975,415,1
276,2,231,401,310,310,40,120.50726,367,1
277,2,311,320,400,220,40,133.86934,353,1
278,2,384,234,490,490,40,277.0776,669,1
279,2,468,482,310,400,40,178.01123,397,1
280,2,323,396,310,310,40,86.977005,335,1
281,2,308,322,400,490,40,191.54112,432,1
282,2,414,468,310,310,40,189.15602,384,1
283,2,330,350,400,400,40,86.023254,364,1
284,2,412,416,490,490,40,107.51744,335,1
285,2,505,494,400,400,40,140.92906,598,1
286,2,411,416,220,400,40,191.66899,400,1
287,2,215,418,220,400,40,18.681541,400,1
288,2,243,410,220,400,40,25.079872,302,1
289,2,240,409,310,490,40,107.05606,449,1
290,2,305,488,400,310,40,201.76471,419,1
291,2,391,321,310,490,40,187.40865,432,1
292,2,306,477,310,490,40,13.601471,468,0
292,2,390,407,310,490,40,115.27792,382,1
293,2,329,478,400,400,40,105.47511,379,1
294,2,386,413,220,310,40,195.35864,419,1
295,2,252,331,310,310,40,61.68468,348,1
296,2,318,327,490,220,40,202.56604,452,1
297,2,469,243,220,400,40,294.3637,481,1
298,2,252,380,490,490,40,262.19077,584,1
299,2,515,491,310,310,40,273.47028,399,0
299,2,326,361,310,310,40,53.450912,786,1
300,2,329,310,310,490,40,181.0,696,1
301,2,306,512,310,490,40,22.36068,435,1
302,2,304,509,220,490,40,86.12201,349,1
303,2,216,504,490,400,40,293.07336,566,1
304,2,447,418,310,220,40,240.77583,600,1
305,2,316,258,310,490,40,232.07758,684,1
306,2,319,484,490,490,40,171.10522,638,1
307,2,496,473,400,400,40,120.60265,399,1
308,2,393,399,310,310,40,121.69634,431,1
309,2,309,328,400,490,40,185.80904,465,1
310,2,406,492,400,490,40,6.3245554,252,1
311,2,406,488,490,310,40,196.8248,598,1
312,2,486,334,310,400,40,187.96808,600,1
313,2,342,375,490,220,40,214.31052,470,1
314,2,509,197,490,310,40,114.58621,466,1
315,2,464,320,490,310,40,27.856777,316,1
316,2,466,314,310,490,40,235.18503,634,1
317,2,323,461,490,220,40,293.20642,1048,1
318,2,514,218,310,490,40,340.0,969,1
319,2,308,487,400,310,40,199.48183,949,1
