Trial,Participant ID,Cursor X,Cursor Y,Target X,Target Y,Target Width,Distance,Time,Hit Target
252,2,314,217,220,310,40,132.23087,499,1
253,2,227,300,310,400,40,129.95769,604,1
254,2,296,398,220,400,40,76.02631,479,1
255,2,224,404,310,220,40,203.10588,548,1
256,2,308,226,220,400,40,194.98718,617,1
257,2,226,399,490,400,40,264.0019,617,1
258,2,477,395,490,310,40,85.98837,582,1
259,2,494,324,490,310,40,14.56022,550,1
260,2,495,317,490,220,40,97.128784,480,1
261,2,496,213,220,220,40,276.08875,499,1
262,2,204,216,310,490,40,293.78903,837,1
263,2,308,502,400,310,40,212.90373,597,1
264,2,408,314,490,490,40,194.16487,620,1
265,2,497,492,310,490,40,187.0107,562,1
266,2,316,496,310,490,40,8.485281,483,1
267,2,316,496,400,490,40,84.21401,533,1
268,2,400,486,490,400,40,124.48293,653,1
269,2,489,407,220,400,40,269.09106,699,1
270,2,227,402,490,310,40,278.62698,932,1
271,2,479,313,310,400,40,190.07893,534,1
272,2,314,410,220,400,40,94.53042,484,1
273,2,217,407,400,490,40,200.94278,601,1
274,2,399,487,400,400,40,87.005745,499,1
275,2,401,401,310,310,40,128.69344,535,1
276,2,314,311,310,490,40,179.0447,516,1
277,2,302,483,400,310,40,198.82907,532,1
278,2,404,316,400,400,40,84.095184,536,1
279,2,386,400,400,490,40,91.08238,600,1
280,2,408,491,490,400,40,122.494896,581,1
281,2,489,410,220,400,40,269.18582,567,1
282,2,213,396,490,400,40,277.02887,701,1
283,2,487,399,310,490,40,199.02261,716,1
284,2,312,493,220,400,40,130.81667,518,1
285,2,228,403,310,490,40,119.55334,550,1
286,2,304,494,400,400,40,134.35773,700,1
287,2,407,397,310,400,40,97.04638,434,1
288,2,302,400,400,310,40,133.05638,497,1
289,2,407,297,400,490,40,193.1269,634,1
290,2,399,490,310,490,40,89.0,453,1
291,2,305,497,400,310,40,209.74747,499,1
292,2,402,299,400,490,40,191.01047,600,1
293,2,398,493,220,490,40,178.02528,601,1
294,2,222,491,400,400,40,199.91248,516,1
295,2,401,392,490,490,40,132.38202,483,1
296,2,499,499,220,400,40,296.0439,632,1
297,2,231,406,490,400,40,259.0695,651,1
298,2,483,397,310,220,40,247.50354,665,1
299,2,319,223,220,490,40,284.76306,817,1
300,2,216,498,220,220,40,278.02878,768,1
301,2,220,227,310,490,40,277.97302,764,1
302,2,309,486,220,490,40,89.08984,503,1
303,2,229,488,490,400,40,275.436,682,1
304,2,490,405,400,220,40,205.73041,649,1
305,2,405,221,220,310,40,205.2949,519,1
306,2,222,303,310,400,40,130.96947,498,1
307,2,305,393,400,490,40,135.77187,571,1
308,2,394,484,220,310,40,246.07317,632,1
309,2,220,311,310,220,40,127.98828,547,1
310,2,299,228,490,490,40,324.22986,903,1
311,2,493,493,490,220,40,273.01648,549,1
312,2,495,204,490,490,40,286.0437,784,1
313,2,486,490,490,310,40,180.04443,716,1
314,2,497,315,400,310,40,97.128784,483,1
315,2,417,314,490,310,40,73.109505,484,1
316,2,487,306,310,490,40,255.31354,549,1
317,2,306,499,490,490,40,184.21997,701,1
318,2,486,489,310,310,40,251.03188,683,1
319,2,304,314,220,220,40,126.06348,486,1
